study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,fastq_ftp,submitted_ftp,sra_ftp,bam_match,samplename
PRJEB34634,SAMEA5989477,ERX3572749,ERR3574511,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574511/ERR3574511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574511/ERR3574511_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574511/WTCHG_457713_222169.bam,,WTCHG_457713_222169,RHB16
PRJEB34634,SAMEA5989477,ERX3572750,ERR3574512,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574512/ERR3574512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574512/ERR3574512_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574512/WTCHG_457714_222169.bam,,WTCHG_457714_222169,RHB16
PRJEB34634,SAMEA5989477,ERX3572751,ERR3574513,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574513/ERR3574513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574513/ERR3574513_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574513/WTCHG_461227_222169.bam,,WTCHG_461227_222169,RHB16
PRJEB34634,SAMEA5989477,ERX3572752,ERR3574514,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574514/ERR3574514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574514/ERR3574514_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574514/WTCHG_461228_222169.bam,,WTCHG_461228_222169,RHB16
PRJEB34634,SAMEA5989477,ERX3572753,ERR3574515,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574515/ERR3574515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574515/ERR3574515_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574515/WTCHG_455360_223181.bam,,WTCHG_455360_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572754,ERR3574516,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574516/ERR3574516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574516/ERR3574516_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574516/WTCHG_456624_223181.bam,,WTCHG_456624_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572755,ERR3574517,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574517/ERR3574517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574517/ERR3574517_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574517/WTCHG_457295_223181.bam,,WTCHG_457295_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572756,ERR3574518,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574518/ERR3574518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574518/ERR3574518_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574518/WTCHG_457296_223181.bam,,WTCHG_457296_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572757,ERR3574519,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574519/ERR3574519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574519/ERR3574519_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574519/WTCHG_457297_223181.bam,,WTCHG_457297_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572758,ERR3574520,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574520/ERR3574520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574520/ERR3574520_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574520/WTCHG_457298_223181.bam,,WTCHG_457298_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572759,ERR3574521,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574521/ERR3574521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574521/ERR3574521_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574521/WTCHG_457710_223181.bam,,WTCHG_457710_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572760,ERR3574522,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574522/ERR3574522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574522/ERR3574522_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574522/WTCHG_457711_223181.bam,,WTCHG_457711_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572761,ERR3574523,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574523/ERR3574523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574523/ERR3574523_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574523/WTCHG_457712_223181.bam,,WTCHG_457712_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572762,ERR3574524,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574524/ERR3574524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574524/ERR3574524_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574524/WTCHG_457713_223181.bam,,WTCHG_457713_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572763,ERR3574525,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574525/ERR3574525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574525/ERR3574525_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574525/WTCHG_457714_223181.bam,,WTCHG_457714_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572764,ERR3574526,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574526/ERR3574526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574526/ERR3574526_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574526/WTCHG_461227_223181.bam,,WTCHG_461227_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572765,ERR3574527,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574527/ERR3574527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574527/ERR3574527_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574527/WTCHG_461228_223181.bam,,WTCHG_461228_223181,RHB17
PRJEB34634,SAMEA5989477,ERX3572766,ERR3574528,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574528/ERR3574528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574528/ERR3574528_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574528/WTCHG_455360_224193.bam,,WTCHG_455360_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572767,ERR3574529,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574529/ERR3574529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574529/ERR3574529_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574529/WTCHG_456624_224193.bam,,WTCHG_456624_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572768,ERR3574530,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574530/ERR3574530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574530/ERR3574530_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574530/WTCHG_457295_224193.bam,,WTCHG_457295_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572769,ERR3574531,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574531/ERR3574531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574531/ERR3574531_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574531/WTCHG_457296_224193.bam,,WTCHG_457296_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572770,ERR3574532,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574532/ERR3574532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574532/ERR3574532_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574532/WTCHG_457297_224193.bam,,WTCHG_457297_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572771,ERR3574533,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574533/ERR3574533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574533/ERR3574533_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574533/WTCHG_457298_224193.bam,,WTCHG_457298_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572772,ERR3574534,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574534/ERR3574534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574534/ERR3574534_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574534/WTCHG_457710_224193.bam,,WTCHG_457710_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572773,ERR3574535,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574535/ERR3574535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574535/ERR3574535_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574535/WTCHG_457711_224193.bam,,WTCHG_457711_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572774,ERR3574536,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574536/ERR3574536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574536/ERR3574536_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574536/WTCHG_457712_224193.bam,,WTCHG_457712_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572775,ERR3574537,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574537/ERR3574537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574537/ERR3574537_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574537/WTCHG_457713_224193.bam,,WTCHG_457713_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572776,ERR3574538,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574538/ERR3574538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574538/ERR3574538_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574538/WTCHG_457714_224193.bam,,WTCHG_457714_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572777,ERR3574539,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574539/ERR3574539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574539/ERR3574539_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574539/WTCHG_461227_224193.bam,,WTCHG_461227_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572778,ERR3574540,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574540/ERR3574540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574540/ERR3574540_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574540/WTCHG_461228_224193.bam,,WTCHG_461228_224193,RHB18
PRJEB34634,SAMEA5989477,ERX3572779,ERR3574541,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574541/ERR3574541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574541/ERR3574541_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574541/WTCHG_455360_225110.bam,,WTCHG_455360_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572780,ERR3574542,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574542/ERR3574542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574542/ERR3574542_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574542/WTCHG_456624_225110.bam,,WTCHG_456624_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572781,ERR3574543,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574543/ERR3574543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574543/ERR3574543_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574543/WTCHG_457295_225110.bam,,WTCHG_457295_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572782,ERR3574544,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574544/ERR3574544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574544/ERR3574544_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574544/WTCHG_457296_225110.bam,,WTCHG_457296_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572783,ERR3574545,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574545/ERR3574545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574545/ERR3574545_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574545/WTCHG_457297_225110.bam,,WTCHG_457297_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572784,ERR3574546,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574546/ERR3574546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574546/ERR3574546_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574546/WTCHG_457298_225110.bam,,WTCHG_457298_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572785,ERR3574547,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574547/ERR3574547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574547/ERR3574547_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574547/WTCHG_457710_225110.bam,,WTCHG_457710_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572786,ERR3574548,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574548/ERR3574548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574548/ERR3574548_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574548/WTCHG_457711_225110.bam,,WTCHG_457711_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572787,ERR3574549,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574549/ERR3574549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574549/ERR3574549_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574549/WTCHG_457712_225110.bam,,WTCHG_457712_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572788,ERR3574550,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574550/ERR3574550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574550/ERR3574550_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574550/WTCHG_457713_225110.bam,,WTCHG_457713_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572789,ERR3574551,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574551/ERR3574551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574551/ERR3574551_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574551/WTCHG_457714_225110.bam,,WTCHG_457714_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572790,ERR3574552,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574552/ERR3574552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574552/ERR3574552_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574552/WTCHG_461227_225110.bam,,WTCHG_461227_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572791,ERR3574553,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574553/ERR3574553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574553/ERR3574553_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574553/WTCHG_461228_225110.bam,,WTCHG_461228_225110,RHB19
PRJEB34634,SAMEA5989477,ERX3572792,ERR3574554,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574554/ERR3574554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574554/ERR3574554_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574554/WTCHG_455360_226122.bam,,WTCHG_455360_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572793,ERR3574555,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574555/ERR3574555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574555/ERR3574555_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574555/WTCHG_456624_226122.bam,,WTCHG_456624_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572794,ERR3574556,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574556/ERR3574556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574556/ERR3574556_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574556/WTCHG_457295_226122.bam,,WTCHG_457295_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572795,ERR3574557,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574557/ERR3574557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574557/ERR3574557_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574557/WTCHG_457296_226122.bam,,WTCHG_457296_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572796,ERR3574558,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574558/ERR3574558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574558/ERR3574558_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574558/WTCHG_457297_226122.bam,,WTCHG_457297_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572797,ERR3574559,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574559/ERR3574559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574559/ERR3574559_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574559/WTCHG_457298_226122.bam,,WTCHG_457298_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572798,ERR3574560,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574560/ERR3574560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574560/ERR3574560_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574560/WTCHG_457710_226122.bam,,WTCHG_457710_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572799,ERR3574561,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574561/ERR3574561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574561/ERR3574561_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574561/WTCHG_457711_226122.bam,,WTCHG_457711_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572800,ERR3574562,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574562/ERR3574562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574562/ERR3574562_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574562/WTCHG_457712_226122.bam,,WTCHG_457712_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572801,ERR3574563,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574563/ERR3574563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574563/ERR3574563_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574563/WTCHG_457713_226122.bam,,WTCHG_457713_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572802,ERR3574564,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574564/ERR3574564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574564/ERR3574564_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574564/WTCHG_457714_226122.bam,,WTCHG_457714_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572803,ERR3574565,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574565/ERR3574565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574565/ERR3574565_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574565/WTCHG_461227_226122.bam,,WTCHG_461227_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572804,ERR3574566,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574566/ERR3574566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574566/ERR3574566_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574566/WTCHG_461228_226122.bam,,WTCHG_461228_226122,RHB20
PRJEB34634,SAMEA5989477,ERX3572805,ERR3574567,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574567/ERR3574567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574567/ERR3574567_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574567/WTCHG_455360_227134.bam,,WTCHG_455360_227134,RHB21
PRJEB34634,SAMEA5989477,ERX3572806,ERR3574568,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574568/ERR3574568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3574568/ERR3574568_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574568/WTCHG_456624_227134.bam,,WTCHG_456624_227134,RHB21
PRJEB34634,SAMEA5989477,ERX3572807,ERR3574569,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574569/ERR3574569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574569/ERR3574569_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574569/WTCHG_457295_227134.bam,,WTCHG_457295_227134,RHB21
PRJEB34634,SAMEA5989477,ERX3572808,ERR3574570,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574570/ERR3574570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574570/ERR3574570_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574570/WTCHG_457296_227134.bam,,WTCHG_457296_227134,RHB21
PRJEB34634,SAMEA5989477,ERX3572809,ERR3574571,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574571/ERR3574571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574571/ERR3574571_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574571/WTCHG_457297_227134.bam,,WTCHG_457297_227134,RHB21
PRJEB34634,SAMEA5989477,ERX3572810,ERR3574572,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574572/ERR3574572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574572/ERR3574572_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574572/WTCHG_457298_227134.bam,,WTCHG_457298_227134,RHB21
PRJEB34634,SAMEA5989477,ERX3572811,ERR3574573,749907,sediment metagenome,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574573/ERR3574573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574573/ERR3574573_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/run/ERR357/ERR3574573/WTCHG_457710_227134.bam,,WTCHG_457710_227134,RHB21
