run_accession	experiment_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	study_title	sample_title	sample_alias	scientific_name	tax_id	instrument_platform	instrument_model	library_layout	library_strategy	library_source	library_selection	read_count	base_count	fastq_ftp	fastq_bytes	fastq_md5	center_name	first_public	last_updated	sex	host	host_sex	host_status	collection_date	country	location
ERR3573344	ERX3571582	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4140651	1242195300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573344/ERR3573344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573344/ERR3573344_2.fastq.gz	371340623;425666198	ce6d4babdce368037148ddf787ca225a;1bc9da1008227194dbe8eb49504723cf	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574079	ERX3572317	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4156410	1246923000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574079/ERR3574079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574079/ERR3574079_2.fastq.gz	357914787;403949536	00af3d691b2ac24eadd222cfcfc444ac;3c5f1219480e930d09ee6106fd25289f	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573345	ERX3571583	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4740558	1422167400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573345/ERR3573345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573345/ERR3573345_2.fastq.gz	414386751;484682188	623370082b4d797ad9d626439c4f0c0d;b426e6cf8ba872fca93aedb3f22c8709	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574084	ERX3572322	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4469221	1340766300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574084/ERR3574084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574084/ERR3574084_2.fastq.gz	367901747;417804041	adb271eaa532b4575be91ec1dad640dc;ff71828b3f3240d41c2350e27999ce7a	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573346	ERX3571584	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4694170	1408251000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573346/ERR3573346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3573346/ERR3573346_2.fastq.gz	409208748;483894050	880711067a70a7e60fa879a79197d4b7;ad6f9a9065fdcfb132b5f5798cd318a3	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573351	ERX3571589	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	5071096	1521328800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573351/ERR3573351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573351/ERR3573351_2.fastq.gz	422386024;479403505	a0a24c721bbc91e234fbf1321c80c490;5d2117f77dd91df3f5a3cbb9e93355e6	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574085	ERX3572323	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4583683	1375104900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574085/ERR3574085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3574085/ERR3574085_2.fastq.gz	378097432;413122505	ae6f6dedb1a51bd16f8be8f9d73f5b9e;32f1e6a6eea7c6e125cd8bc05a193151	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574086	ERX3572324	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4768665	1430599500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574086/ERR3574086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/006/ERR3574086/ERR3574086_2.fastq.gz	366011635;408465780	bd79bac5fdce64bd6be3b2b3386d828a;eb00af67f7ba404c864dc98c3a3d0575	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573361	ERX3571599	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4717223	1415166900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573361/ERR3573361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3573361/ERR3573361_2.fastq.gz	408678263;454381796	52942a8b064ca11351b9df28bf7b7202;8ffd2619b0e6c71ee583df4bb78455ba	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574094	ERX3572332	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4219048	1265714400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574094/ERR3574094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574094/ERR3574094_2.fastq.gz	362257039;429772226	359dee02ce4442b52a0ebb214cc18bee;bc54cc4a5a3a2c59631e7ad67cb3137e	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573367	ERX3571605	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4640768	1392230400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573367/ERR3573367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3573367/ERR3573367_2.fastq.gz	379264666;425057993	ed58a55ca782e07c561f03a8d7829444;d580547333e44dc1860c4e7503b43ecd	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573368	ERX3571606	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4586244	1375873200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573368/ERR3573368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573368/ERR3573368_2.fastq.gz	376924623;421169578	f92f68e4cc427bbd45b5c9df3eb81fe3;795c932012040903fc23a8b10e126bee	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574099	ERX3572337	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4537804	1361341200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574099/ERR3574099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3574099/ERR3574099_2.fastq.gz	375269581;423398171	1020168e02837f3f4c94fb31b81e5408;d5a9e1f1f3419067ab86fdac3bcbf85c	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574100	ERX3572338	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4640146	1392043800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574100/ERR3574100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3574100/ERR3574100_2.fastq.gz	380235042;414104782	65615e4f16c5c2bb8e990c79441080a0;5f28485782990b580214bd2c08077bc1	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573369	ERX3571607	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4530462	1359138600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573369/ERR3573369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3573369/ERR3573369_2.fastq.gz	371367423;412929663	9f86e8826c31a473ad992d331945a67e;e0d8bfd92116073924e249e35aa03450	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574101	ERX3572339	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4823580	1447074000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574101/ERR3574101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574101/ERR3574101_2.fastq.gz	366697726;409558627	59d38262c1298b61a739a0d8a808a15c;13b237c4b6b8227472631d6b0b810983	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573370	ERX3571608	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4498768	1349630400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573370/ERR3573370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573370/ERR3573370_2.fastq.gz	369106212;415356712	00613c8b2dc58621df5f4b6461254b9c;0b0c834c9f83756875e1560b06f0ddcc	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574107	ERX3572345	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4202136	1260640800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574107/ERR3574107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/007/ERR3574107/ERR3574107_2.fastq.gz	359321974;401950603	f80a088a4492177a114e5719a42b5ea6;4b90efcdb5de29c5f705c16cb2cfa444	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573375	ERX3571613	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4310830	1293249000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573375/ERR3573375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/005/ERR3573375/ERR3573375_2.fastq.gz	367850803;413177775	eb8291609162e155ca944ebeba43b282;105f895d6c7d4d2bd22a9493129d9e22	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573378	ERX3571616	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4341632	1302489600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573378/ERR3573378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573378/ERR3573378_2.fastq.gz	367294777;416676875	a7e40d9db7ae342572368c99b7fd50d9;dae34feef69ad334e6ea2591d0ead618	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574111	ERX3572349	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	3897057	1169117100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574111/ERR3574111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/001/ERR3574111/ERR3574111_2.fastq.gz	347203331;395276508	1d978eeaf089d1db139f8ffb140bf433;32e4cb2d94fca35debde9f39e4b3e5fc	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574112	ERX3572350	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4518125	1355437500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574112/ERR3574112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/002/ERR3574112/ERR3574112_2.fastq.gz	390446949;454292349	0523d544bd4f878eef3295781e396486;b7314a7f973969bfd21a27b8d3dc24cd	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573380	ERX3571618	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4225440	1267632000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573380/ERR3573380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/000/ERR3573380/ERR3573380_2.fastq.gz	376001996;425088644	e4d7a50524e1ff5f8cb34e5ba8454df7;1a7a12a740862208ff7352d55e8f0f81	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574113	ERX3572351	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4471277	1341383100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574113/ERR3574113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/003/ERR3574113/ERR3574113_2.fastq.gz	385465574;453499639	ee9f7b6a7a8aaa44cd0376dd4a72eb7f;ec188f8bc06eb55e901ef7fc1f03735f	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573384	ERX3571622	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4761359	1428407700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573384/ERR3573384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3573384/ERR3573384_2.fastq.gz	407153755;458500276	fd767b07684ac05ec1878f6115befe5b;b31601c3cdefda350237f71da0b46acc	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3574114	ERX3572352	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	4478509	1343552700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574114/ERR3574114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/004/ERR3574114/ERR3574114_2.fastq.gz	379833618;426287349	836e911c60f83c4e253356332d826671;6d7863224448610dfacb35b45e1f6931	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
ERR3573388	ERX3571626	SAMEA5989477	ERS3792294	PRJEB34634	ERP117568	Detailed study at the genetic level at bacteria in farm animals, human/animal sewage, sewage treatment works and rivers, to work out the complex network of transmission of important antibiotic-resistant bacteria and antibiotic resistance genes	REHAB	RH0001-DID-DW-100-AUT	sediment metagenome	749907	ILLUMINA	Illumina HiSeq 4000	PAIRED	WGS	METAGENOMIC	RANDOM	5050038	1515011400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573388/ERR3573388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/008/ERR3573388/ERR3573388_2.fastq.gz	416889744;459413310	912e18eec098a04115571383e62fef40;fff0d5116b306eaae7e44a18eb4cf894	CENTRE FOR ECOLOGY AND HYDROLOGY	2020-06-30	2019-10-03					2017	United Kingdom	51.619392 N 1.251716 W
